Country Name,Indicator Name,Year,Value
Latin America & the Caribbean (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2007,56.592522246
Latin America & the Caribbean (IDA & IBRD countries),Electric power consumption (kWh per capita),2007,1835.04594108
Latin America & the Caribbean (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2007,1256.33427601
Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (% of GDP),2007,22.5803398163
Latin America & the Caribbean (IDA & IBRD countries),Imports of goods and services (% of GDP),2007,21.507660225100004
Least developed countries: UN classification,CO2 emissions (metric tons per capita),2007,0.23497810683000003
Least developed countries: UN classification,Domestic credit provided by financial sector (% of GDP),2007,19.6550370203
Least developed countries: UN classification,Electric power consumption (kWh per capita),2007,142.63412844799998
Least developed countries: UN classification,Energy use (kg of oil equivalent per capita),2007,320.26075631099997
Least developed countries: UN classification,Exports of goods and services (% of GDP),2007,29.410450515
Least developed countries: UN classification,Imports of goods and services (% of GDP),2007,32.8093753414
Low & middle income,CO2 emissions (metric tons per capita),2007,2.85985582232
Low & middle income,Domestic credit provided by financial sector (% of GDP),2007,71.3065497331
Low & middle income,Electric power consumption (kWh per capita),2007,1438.79257073
Low & middle income,Energy use (kg of oil equivalent per capita),2007,1108.84716387
Low & middle income,Exports of goods and services (% of GDP),2007,31.804579274800002
Low & middle income,Imports of goods and services (% of GDP),2007,28.3453128057
Low income,CO2 emissions (metric tons per capita),2007,0.24991154679000002
Low income,Domestic credit provided by financial sector (% of GDP),2007,17.2996091396
Low income,Electric power consumption (kWh per capita),2007,
Low income,Energy use (kg of oil equivalent per capita),2007,
Low income,Exports of goods and services (% of GDP),2007,23.735748372
Low income,Imports of goods and services (% of GDP),2007,39.0223846207
Lower middle income,CO2 emissions (metric tons per capita),2007,1.24096129028
Lower middle income,Domestic credit provided by financial sector (% of GDP),2007,52.5280960196
Lower middle income,Electric power consumption (kWh per capita),2007,588.381681476
Lower middle income,Energy use (kg of oil equivalent per capita),2007,583.870034788
Lower middle income,Exports of goods and services (% of GDP),2007,28.3927272816
Lower middle income,Imports of goods and services (% of GDP),2007,31.8707939808
Middle East & North Africa,CO2 emissions (metric tons per capita),2007,5.44830320892
Middle East & North Africa,Domestic credit provided by financial sector (% of GDP),2007,44.2294906745
Middle East & North Africa,Electric power consumption (kWh per capita),2007,2336.21137313
Middle East & North Africa,Energy use (kg of oil equivalent per capita),2007,1939.64769644
Middle East & North Africa,Exports of goods and services (% of GDP),2007,49.496743121099996
Middle East & North Africa,Imports of goods and services (% of GDP),2007,37.4440939131
Middle East & North Africa (excluding high income),CO2 emissions (metric tons per capita),2007,3.72531328427
Middle East & North Africa (excluding high income),Domestic credit provided by financial sector (% of GDP),2007,40.0311362482
Middle East & North Africa (excluding high income),Electric power consumption (kWh per capita),2007,1427.94811341
Middle East & North Africa (excluding high income),Energy use (kg of oil equivalent per capita),2007,1300.11982313
Middle East & North Africa (excluding high income),Exports of goods and services (% of GDP),2007,38.3506423025
Middle East & North Africa (excluding high income),Imports of goods and services (% of GDP),2007,31.9544738961
Middle East & North Africa (IDA & IBRD countries),CO2 emissions (metric tons per capita),2007,3.7596925452900005
Middle East & North Africa (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2007,40.2205044427
Middle East & North Africa (IDA & IBRD countries),Electric power consumption (kWh per capita),2007,1427.94811341
Middle East & North Africa (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2007,1300.11982313
Middle East & North Africa (IDA & IBRD countries),Exports of goods and services (% of GDP),2007,38.4788362063
Middle East & North Africa (IDA & IBRD countries),Imports of goods and services (% of GDP),2007,31.644815805300002
Middle income,CO2 emissions (metric tons per capita),2007,3.1252662124699997
Middle income,Domestic credit provided by financial sector (% of GDP),2007,72.0045496889
Middle income,Electric power consumption (kWh per capita),2007,1520.33959572
Middle income,Energy use (kg of oil equivalent per capita),2007,1154.45114025
Middle income,Exports of goods and services (% of GDP),2007,31.897451041100002
Middle income,Imports of goods and services (% of GDP),2007,28.2224203408
North America,CO2 emissions (metric tons per capita),2007,18.9612386018
North America,Domestic credit provided by financial sector (% of GDP),2007,227.99092387
North America,Electric power consumption (kWh per capita),2007,13963.929363100002
North America,Energy use (kg of oil equivalent per capita),2007,7794.82310703
North America,Exports of goods and services (% of GDP),2007,13.5539526683
North America,Imports of goods and services (% of GDP),2007,17.8747700954
Not classified,CO2 emissions (metric tons per capita),2007,
Not classified,Domestic credit provided by financial sector (% of GDP),2007,
Not classified,Electric power consumption (kWh per capita),2007,
Not classified,Energy use (kg of oil equivalent per capita),2007,
Not classified,Exports of goods and services (% of GDP),2007,
Not classified,Imports of goods and services (% of GDP),2007,
OECD members,CO2 emissions (metric tons per capita),2007,10.884767229000001
OECD members,Domestic credit provided by financial sector (% of GDP),2007,186.37450081
OECD members,Electric power consumption (kWh per capita),2007,8355.35784243
OECD members,Energy use (kg of oil equivalent per capita),2007,4558.67150857
OECD members,Exports of goods and services (% of GDP),2007,26.1216774635
OECD members,Imports of goods and services (% of GDP),2007,26.9481390015
Other small states,CO2 emissions (metric tons per capita),2007,6.595860017200001
Other small states,Domestic credit provided by financial sector (% of GDP),2007,82.2637578193
Other small states,Electric power consumption (kWh per capita),2007,
Other small states,Energy use (kg of oil equivalent per capita),2007,2568.05590493
Other small states,Exports of goods and services (% of GDP),2007,61.4859649759
Other small states,Imports of goods and services (% of GDP),2007,49.1873173905
Pacific island small states,CO2 emissions (metric tons per capita),2007,1.10242244473
Pacific island small states,Domestic credit provided by financial sector (% of GDP),2007,88.3094552008
Pacific island small states,Electric power consumption (kWh per capita),2007,
Pacific island small states,Energy use (kg of oil equivalent per capita),2007,395.026704715
Pacific island small states,Exports of goods and services (% of GDP),2007,41.7204482186
Pacific island small states,Imports of goods and services (% of GDP),2007,60.1885412503
Post-demographic dividend,CO2 emissions (metric tons per capita),2007,11.842505629000001
Post-demographic dividend,Domestic credit provided by financial sector (% of GDP),2007,192.65082324099998
Post-demographic dividend,Electric power consumption (kWh per capita),2007,9294.74696936
Post-demographic dividend,Energy use (kg of oil equivalent per capita),2007,5045.04189347
Post-demographic dividend,Exports of goods and services (% of GDP),2007,27.6456797738
Post-demographic dividend,Imports of goods and services (% of GDP),2007,28.2551082977
Pre-demographic dividend,CO2 emissions (metric tons per capita),2007,0.399797113408
Pre-demographic dividend,Domestic credit provided by financial sector (% of GDP),2007,10.2901139528
Pre-demographic dividend,Electric power consumption (kWh per capita),2007,192.583707412
Pre-demographic dividend,Energy use (kg of oil equivalent per capita),2007,524.982272178
Pre-demographic dividend,Exports of goods and services (% of GDP),2007,37.3191668588
Pre-demographic dividend,Imports of goods and services (% of GDP),2007,34.1044622623
Small states,CO2 emissions (metric tons per capita),2007,6.920275605389999
Small states,Domestic credit provided by financial sector (% of GDP),2007,76.8096661245
Small states,Electric power consumption (kWh per capita),2007,
Small states,Energy use (kg of oil equivalent per capita),2007,2714.99708585
Small states,Exports of goods and services (% of GDP),2007,59.628095807799994
Small states,Imports of goods and services (% of GDP),2007,49.5635923346
South Asia,CO2 emissions (metric tons per capita),2007,1.0453199040999999
South Asia,Domestic credit provided by financial sector (% of GDP),2007,59.3428074859
South Asia,Electric power consumption (kWh per capita),2007,494.95631451
South Asia,Energy use (kg of oil equivalent per capita),2007,457.87244741
South Asia,Exports of goods and services (% of GDP),2007,20.2410450326
South Asia,Imports of goods and services (% of GDP),2007,25.2459582979
South Asia (IDA & IBRD),CO2 emissions (metric tons per capita),2007,1.0453199040999999
South Asia (IDA & IBRD),Domestic credit provided by financial sector (% of GDP),2007,59.3428074859
South Asia (IDA & IBRD),Electric power consumption (kWh per capita),2007,494.95631451
South Asia (IDA & IBRD),Energy use (kg of oil equivalent per capita),2007,457.87244741
South Asia (IDA & IBRD),Exports of goods and services (% of GDP),2007,20.2410450326
South Asia (IDA & IBRD),Imports of goods and services (% of GDP),2007,25.2459582979
Sub-Saharan Africa,CO2 emissions (metric tons per capita),2007,0.894966275429
Sub-Saharan Africa,Domestic credit provided by financial sector (% of GDP),2007,74.1359118039
Sub-Saharan Africa,Electric power consumption (kWh per capita),2007,535.010610636
Sub-Saharan Africa,Energy use (kg of oil equivalent per capita),2007,670.1719565530001
Sub-Saharan Africa,Exports of goods and services (% of GDP),2007,35.1136850498
Sub-Saharan Africa,Imports of goods and services (% of GDP),2007,34.7151366625
Sub-Saharan Africa (excluding high income),CO2 emissions (metric tons per capita),2007,0.894262868581
Sub-Saharan Africa (excluding high income),Domestic credit provided by financial sector (% of GDP),2007,74.1335065012
Sub-Saharan Africa (excluding high income),Electric power consumption (kWh per capita),2007,535.010610636
Sub-Saharan Africa (excluding high income),Energy use (kg of oil equivalent per capita),2007,669.94100511
Sub-Saharan Africa (excluding high income),Exports of goods and services (% of GDP),2007,35.0663943672
Sub-Saharan Africa (excluding high income),Imports of goods and services (% of GDP),2007,34.6664948151
Sub-Saharan Africa (IDA & IBRD countries),CO2 emissions (metric tons per capita),2007,0.894966275429
Sub-Saharan Africa (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2007,74.1359118039
Sub-Saharan Africa (IDA & IBRD countries),Electric power consumption (kWh per capita),2007,535.010610636
Sub-Saharan Africa (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2007,670.1719565530001
Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services (% of GDP),2007,35.1136850498
Sub-Saharan Africa (IDA & IBRD countries),Imports of goods and services (% of GDP),2007,34.7151366625
Upper middle income,CO2 emissions (metric tons per capita),2007,5.1316483843
Upper middle income,Domestic credit provided by financial sector (% of GDP),2007,77.48009485600001
Upper middle income,Electric power consumption (kWh per capita),2007,2504.19758003
Upper middle income,Energy use (kg of oil equivalent per capita),2007,1757.55685207
